starttime	seconds	ctime	dtime	ttime	wait
Sun Dec 14 18:39:02 2025	1765712342	0	509	509	505
Sun Dec 14 18:39:02 2025	1765712342	0	509	509	505
Sun Dec 14 18:39:10 2025	1765712350	502	8	509	6
Sun Dec 14 18:39:03 2025	1765712343	0	509	509	506
Sun Dec 14 18:39:03 2025	1765712343	0	509	509	506
Sun Dec 14 18:39:03 2025	1765712343	0	509	509	506
Sun Dec 14 18:39:10 2025	1765712350	0	509	509	505
Sun Dec 14 18:39:10 2025	1765712350	0	509	509	505
Sun Dec 14 18:39:10 2025	1765712350	0	509	509	505
Sun Dec 14 18:39:10 2025	1765712350	0	509	509	505
Sun Dec 14 18:39:10 2025	1765712350	0	509	509	505
Sun Dec 14 18:39:10 2025	1765712350	0	509	509	505
Sun Dec 14 18:39:10 2025	1765712350	0	509	509	505
Sun Dec 14 18:39:03 2025	1765712343	0	509	509	508
Sun Dec 14 18:39:03 2025	1765712343	0	509	509	508
Sun Dec 14 18:39:04 2025	1765712344	0	509	509	506
Sun Dec 14 18:39:04 2025	1765712344	0	509	509	506
Sun Dec 14 18:39:04 2025	1765712344	0	509	509	506
Sun Dec 14 18:39:04 2025	1765712344	1	509	509	505
Sun Dec 14 18:39:04 2025	1765712344	0	509	509	506
Sun Dec 14 18:39:03 2025	1765712343	0	510	510	507
Sun Dec 14 18:39:03 2025	1765712343	0	510	510	507
Sun Dec 14 18:39:10 2025	1765712350	1	508	510	505
Sun Dec 14 18:39:03 2025	1765712343	1	508	510	502
Sun Dec 14 18:39:03 2025	1765712343	0	510	510	503
Sun Dec 14 18:39:11 2025	1765712351	0	510	510	505
Sun Dec 14 18:39:03 2025	1765712343	0	510	510	506
Sun Dec 14 18:39:03 2025	1765712343	0	510	510	506
Sun Dec 14 18:39:11 2025	1765712351	0	510	510	507
Sun Dec 14 18:39:11 2025	1765712351	0	510	510	507
Sun Dec 14 18:39:11 2025	1765712351	0	510	510	507
Sun Dec 14 18:39:10 2025	1765712350	0	510	510	7
Sun Dec 14 18:39:02 2025	1765712342	0	510	510	507
Sun Dec 14 18:39:11 2025	1765712351	0	510	510	508
Sun Dec 14 18:39:11 2025	1765712351	0	510	510	508
Sun Dec 14 18:39:11 2025	1765712351	0	510	510	508
Sun Dec 14 18:39:11 2025	1765712351	0	510	510	508
Sun Dec 14 18:39:04 2025	1765712344	0	510	510	508
Sun Dec 14 18:39:04 2025	1765712344	0	510	510	508
Sun Dec 14 18:39:03 2025	1765712343	0	510	510	507
Sun Dec 14 18:39:03 2025	1765712343	0	510	510	506
Sun Dec 14 18:39:03 2025	1765712343	0	510	510	507
Sun Dec 14 18:39:03 2025	1765712343	0	510	510	507
Sun Dec 14 18:39:03 2025	1765712343	0	510	510	507
Sun Dec 14 18:39:11 2025	1765712351	0	510	510	505
Sun Dec 14 18:39:03 2025	1765712343	503	7	510	7
Sun Dec 14 18:39:03 2025	1765712343	0	510	510	506
Sun Dec 14 18:39:03 2025	1765712343	0	510	510	509
Sun Dec 14 18:39:03 2025	1765712343	1	509	510	508
Sun Dec 14 18:39:11 2025	1765712351	0	510	510	507
Sun Dec 14 18:39:11 2025	1765712351	0	510	510	507
Sun Dec 14 18:39:11 2025	1765712351	0	510	510	507
Sun Dec 14 18:39:11 2025	1765712351	0	511	511	508
Sun Dec 14 18:39:11 2025	1765712351	0	511	511	508
Sun Dec 14 18:39:11 2025	1765712351	0	511	511	508
Sun Dec 14 18:39:11 2025	1765712351	0	511	511	509
Sun Dec 14 18:39:11 2025	1765712351	1	509	511	508
Sun Dec 14 18:39:11 2025	1765712351	0	511	511	509
Sun Dec 14 18:39:03 2025	1765712343	0	511	511	508
Sun Dec 14 18:39:03 2025	1765712343	0	511	511	508
Sun Dec 14 18:39:11 2025	1765712351	0	511	511	505
Sun Dec 14 18:39:11 2025	1765712351	0	511	511	507
Sun Dec 14 18:39:11 2025	1765712351	0	511	511	507
Sun Dec 14 18:39:11 2025	1765712351	0	511	511	507
Sun Dec 14 18:39:11 2025	1765712351	0	511	511	508
Sun Dec 14 18:39:11 2025	1765712351	0	511	511	505
Sun Dec 14 18:39:11 2025	1765712351	0	511	511	505
Sun Dec 14 18:39:11 2025	1765712351	0	511	511	505
Sun Dec 14 18:39:11 2025	1765712351	0	511	511	505
Sun Dec 14 18:39:11 2025	1765712351	0	511	511	505
Sun Dec 14 18:39:11 2025	1765712351	0	511	511	505
Sun Dec 14 18:39:04 2025	1765712344	0	512	512	509
Sun Dec 14 18:39:11 2025	1765712351	1	511	512	505
Sun Dec 14 18:39:11 2025	1765712351	0	512	512	505
Sun Dec 14 18:39:11 2025	1765712351	0	512	512	505
Sun Dec 14 18:39:11 2025	1765712351	0	512	512	505
Sun Dec 14 18:39:11 2025	1765712351	0	512	512	505
Sun Dec 14 18:39:04 2025	1765712344	1	512	513	510
Sun Dec 14 18:39:02 2025	1765712342	0	513	513	513
Sun Dec 14 18:39:02 2025	1765712342	0	514	514	512
Sun Dec 14 18:39:02 2025	1765712342	0	514	514	512
Sun Dec 14 18:39:03 2025	1765712343	0	514	514	513
Sun Dec 14 18:39:02 2025	1765712342	1	513	514	509
Sun Dec 14 18:39:02 2025	1765712342	0	514	514	12
Sun Dec 14 18:39:02 2025	1765712342	0	514	514	12
Sun Dec 14 18:39:02 2025	1765712342	0	514	514	12
Sun Dec 14 18:39:02 2025	1765712342	0	514	514	513
Sun Dec 14 18:39:02 2025	1765712342	1	514	514	512
Sun Dec 14 18:39:02 2025	1765712342	0	514	514	513
Sun Dec 14 18:39:02 2025	1765712342	0	514	514	513
Sun Dec 14 18:39:02 2025	1765712342	0	514	514	513
Sun Dec 14 18:39:02 2025	1765712342	0	515	515	512
Sun Dec 14 18:39:03 2025	1765712343	0	515	515	514
Sun Dec 14 18:39:02 2025	1765712342	0	515	515	13
Sun Dec 14 18:39:02 2025	1765712342	0	515	515	13
